Skoleår;Utdanningsprogram;Nivå;Skole;B;H;I;M;S
2018/19;ID;vg 1;Sandefjord videregående skole;32;0;0;1;0
2018/19;KD;vg 1;Sandefjord videregående skole;20;0;2;5;1
2018/19;MD;vg 1;Sandefjord videregående skole;40;0;3;5;1
2018/19;RM;vg 1;Sandefjord videregående skole;22;0;0;3;2
2018/19;SS;vg 1;Sandefjord videregående skole;48;0;3;14;8
2018/19;ST;vg 1;Sandefjord videregående skole;262;0;17;13;3
2018/19;TP;vg 1;Sandefjord videregående skole;35;0;5;9;6
2018/19;Alle utdanningsprogram;vg 1;Sandefjord videregående skole;597;2;42;68;28
2018/19;DH;vg 2;Sandefjord videregående skole;18;0;0;3;3
2018/19;EL;vg 2;Sandefjord videregående skole;20;3;0;0;1
2018/19;HS;vg 2;Sandefjord videregående skole;72;1;13;11;5
2018/19;ID;vg 2;Sandefjord videregående skole;28;0;0;2;0
2018/19;KD;vg 2;Sandefjord videregående skole;10;0;1;2;0
2018/19;MD;vg 2;Sandefjord videregående skole;23;0;1;4;3
2018/19;RM;vg 2;Sandefjord videregående skole;9;0;0;2;0
2018/19;SS;vg 2;Sandefjord videregående skole;71;0;6;6;6
2018/19;ST;vg 2;Sandefjord videregående skole;241;2;18;25;3
2018/19;TP;vg 2;Sandefjord videregående skole;16;0;3;4;4
2018/19;Alle utdanningsprogram;vg 2;Sandefjord videregående skole;508;6;42;59;25
2018/19;EL;vg 3;Sandefjord videregående skole;7;0;0;0;0
2018/19;HS;vg 3;Sandefjord videregående skole;17;0;0;5;0
2018/19;ID;vg 3;Sandefjord videregående skole;26;0;3;3;1
2018/19;KD;vg 3;Sandefjord videregående skole;20;0;2;2;0
2018/19;MD;vg 3;Sandefjord videregående skole;45;0;1;4;3
2018/19;PB;vg 3;Sandefjord videregående skole;58;0;7;4;2
2018/19;ST;vg 3;Sandefjord videregående skole;253;0;27;22;4
2018/19;Alle utdanningsprogram;vg 3;Sandefjord videregående skole;426;0;40;40;10
2018/19;Alle utdanningsprogram;Totalt;Sande videregående skole;361;14;36;14;3
2018/19;EL;Totalt;Sande videregående skole;43;0;1;2;0
2018/19;HS;Totalt;Sande videregående skole;52;1;6;5;0
2018/19;ID;Totalt;Sande videregående skole;59;4;6;0;0
2018/19;ME;Totalt;Sande videregående skole;34;5;6;1;0
2018/19;PB;Totalt;Sande videregående skole;12;1;5;1;1
2018/19;ST;Totalt;Sande videregående skole;145;3;7;4;1
2018/19;TP;Totalt;Sande videregående skole;16;0;5;1;1
2018/19;EL;vg 1;Sande videregående skole;28;0;1;1;0
2018/19;HS;vg 1;Sande videregående skole;32;1;3;1;0
2018/19;ID;vg 1;Sande videregående skole;23;1;0;0;0
2018/19;ME;vg 1;Sande videregående skole;13;1;3;0;0
2018/19;ST;vg 1;Sande videregående skole;51;1;1;1;0
2018/19;TP;vg 1;Sande videregående skole;10;0;4;1;1
2018/19;Alle utdanningsprogram;vg 1;Sande videregående skole;157;4;12;4;1
2018/19;EL;vg 2;Sande videregående skole;15;0;0;1;0
2018/19;HS;vg 2;Sande videregående skole;20;0;3;4;0
2018/19;ID;vg 2;Sande videregående skole;13;2;3;0;0
2018/19;ME;vg 2;Sande videregående skole;9;1;1;1;0
2018/19;ST;vg 2;Sande videregående skole;43;1;2;0;1
2018/19;TP;vg 2;Sande videregående skole;6;0;1;0;0
2018/19;Alle utdanningsprogram;vg 2;Sande videregående skole;106;4;10;6;1
2018/19;ID;vg 3;Sande videregående skole;23;1;3;0;0
2018/19;ME;vg 3;Sande videregående skole;12;3;2;0;0
2018/19;PB;vg 3;Sande videregående skole;12;1;5;1;1
2018/19;ST;vg 3;Sande videregående skole;51;1;4;3;0
2018/19;Alle utdanningsprogram;vg 3;Sande videregående skole;98;6;14;4;1
2018/19;Alle utdanningsprogram;Totalt;Re videregående skole;673;0;32;30;4
2018/19;BA;Totalt;Re videregående skole;116;0;1;1;2
2018/19;HS;Totalt;Re videregående skole;113;0;4;4;1
2018/19;ID;Totalt;Re videregående skole;144;0;5;5;1
2018/19;PB;Totalt;Re videregående skole;18;0;0;3;0
2018/19;ST;Totalt;Re videregående skole;282;0;22;17;0
2018/19;BA;vg 1;Re videregående skole;61;0;1;0;0
2018/19;HS;vg 1;Re videregående skole;55;0;1;3;1
2018/19;ID;vg 1;Re videregående skole;56;0;0;1;1
2018/19;ST;vg 1;Re videregående skole;111;0;8;4;0
2018/19;Alle utdanningsprogram;vg 1;Re videregående skole;283;0;10;8;2
2018/19;BA;vg 2;Re videregående skole;55;0;0;1;2
2018/19;HS;vg 2;Re videregående skole;58;0;3;1;0
2018/19;ID;vg 2;Re videregående skole;45;0;1;2;0
2018/19;ST;vg 2;Re videregående skole;81;0;9;10;0
2018/19;Alle utdanningsprogram;vg 2;Re videregående skole;239;0;13;14;2
2018/19;ID;vg 3;Re videregående skole;43;0;4;2;0
2018/19;PB;vg 3;Re videregående skole;18;0;0;3;0
2018/19;ST;vg 3;Re videregående skole;90;0;5;3;0
2018/19;Alle utdanningsprogram;vg 3;Re videregående skole;151;0;9;8;0
2018/19;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;418;0;25;32;8
2018/19;HS;Totalt;Nøtterøy videregående skole;102;0;14;11;3
2018/19;PB;Totalt;Nøtterøy videregående skole;13;0;1;0;1
2018/19;ST;Totalt;Nøtterøy videregående skole;303;0;10;21;4
2018/19;HS;vg 1;Nøtterøy videregående skole;47;0;8;4;3
2018/19;ST;vg 1;Nøtterøy videregående skole;84;0;4;2;1
2018/19;Alle utdanningsprogram;vg 1;Nøtterøy videregående skole;131;0;12;6;4
2018/19;HS;vg 2;Nøtterøy videregående skole;51;0;5;6;0
2018/19;ST;vg 2;Nøtterøy videregående skole;109;0;2;7;3
2018/19;Alle utdanningsprogram;vg 2;Nøtterøy videregående skole;160;0;7;13;3
2018/19;HS;vg 3;Nøtterøy videregående skole;4;0;1;1;0
2018/19;PB;vg 3;Nøtterøy videregående skole;13;0;1;0;1
2018/19;ST;vg 3;Nøtterøy videregående skole;110;0;4;12;0
2018/19;Alle utdanningsprogram;vg 3;Nøtterøy videregående skole;127;0;6;13;1
2018/19;Alle utdanningsprogram;Totalt;Melsom videregående skole;154;0;18;24;3
2018/19;ME;Totalt;Melsom videregående skole;47;0;9;9;1
2018/19;NA;Totalt;Melsom videregående skole;64;0;8;11;2
2018/19;ST;Totalt;Melsom videregående skole;43;0;1;4;0
2018/19;ME;vg 1;Melsom videregående skole;18;0;6;5;0
2018/19;NA;vg 1;Melsom videregående skole;24;0;5;9;2
2018/19;ST;vg 1;Melsom videregående skole;21;0;0;3;0
2018/19;Alle utdanningsprogram;vg 1;Melsom videregående skole;63;0;11;17;2
2018/19;ME;vg 2;Melsom videregående skole;15;0;0;2;0
2018/19;NA;vg 2;Melsom videregående skole;29;0;0;2;0
2018/19;ST;vg 2;Melsom videregående skole;13;0;1;1;0
2018/19;Alle utdanningsprogram;vg 2;Melsom videregående skole;57;0;1;5;0
2018/19;ME;vg 3;Melsom videregående skole;14;0;3;2;1
2018/19;NA;vg 3;Melsom videregående skole;11;0;3;0;0
2018/19;ST;vg 3;Melsom videregående skole;9;0;0;0;0
2018/19;Alle utdanningsprogram;vg 3;Melsom videregående skole;34;0;6;2;1
2018/19;Alle utdanningsprogram;Totalt;Horten videregående skole;759;0;75;74;38
2018/19;DH;Totalt;Horten videregående skole;40;0;1;7;7
2018/19;EL;Totalt;Horten videregående skole;68;0;8;8;6
2018/19;HS;Totalt;Horten videregående skole;95;0;12;13;10
2018/19;ID;Totalt;Horten videregående skole;54;0;13;4;2
2018/19;ME;Totalt;Horten videregående skole;61;0;6;3;0
2018/19;PB;Totalt;Horten videregående skole;16;0;4;5;3
2018/19;SS;Totalt;Horten videregående skole;37;0;10;9;3
2018/19;ST;Totalt;Horten videregående skole;379;0;15;21;4
2018/19;TP;Totalt;Horten videregående skole;9;0;6;4;3
2018/19;DH;vg 1;Horten videregående skole;16;0;1;4;5
2018/19;EL;vg 1;Horten videregående skole;20;0;3;6;2
2018/19;HS;vg 1;Horten videregående skole;58;0;7;7;8
2018/19;ID;vg 1;Horten videregående skole;27;0;0;1;0
2018/19;ME;vg 1;Horten videregående skole;28;0;1;1;0
2018/19;SS;vg 1;Horten videregående skole;11;0;6;7;3
2018/19;ST;vg 1;Horten videregående skole;120;0;5;6;3
2018/19;TP;vg 1;Horten videregående skole;3;0;5;3;2
2018/19;Alle utdanningsprogram;vg 1;Horten videregående skole;283;0;28;35;23
2018/19;DH;vg 2;Horten videregående skole;24;0;0;3;2
2018/19;EL;vg 2;Horten videregående skole;35;0;3;1;1
2018/19;HS;vg 2;Horten videregående skole;37;0;5;6;2
2018/19;ID;vg 2;Horten videregående skole;16;0;7;1;2
2018/19;ME;vg 2;Horten videregående skole;21;0;2;2;0
2018/19;SS;vg 2;Horten videregående skole;26;0;4;2;0
2018/19;ST;vg 2;Horten videregående skole;141;0;4;5;0
2018/19;TP;vg 2;Horten videregående skole;6;0;1;1;1
2018/19;Alle utdanningsprogram;vg 2;Horten videregående skole;306;0;26;21;8
2018/19;EL;vg 3;Horten videregående skole;13;0;2;1;3
2018/19;ID;vg 3;Horten videregående skole;11;0;6;2;0
2018/19;ME;vg 3;Horten videregående skole;12;0;3;0;0
2018/19;PB;vg 3;Horten videregående skole;16;0;4;5;3
2018/19;ST;vg 3;Horten videregående skole;118;0;6;10;1
2018/19;Alle utdanningsprogram;vg 3;Horten videregående skole;170;0;21;18;7
2018/19;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;172;0;19;24;8
2018/19;HS;Totalt;Holmestrand videregående skole;24;0;1;3;0
2018/19;ME;Totalt;Holmestrand videregående skole;23;0;5;5;0
2018/19;PB;Totalt;Holmestrand videregående skole;12;0;4;4;4
2018/19;RM;Totalt;Holmestrand videregående skole;11;0;0;2;1
2018/19;ST;Totalt;Holmestrand videregående skole;97;0;9;3;2
2018/19;TP;Totalt;Holmestrand videregående skole;5;0;0;7;1
2018/19;HS;vg 1;Holmestrand videregående skole;16;0;0;2;0
2018/19;ME;vg 1;Holmestrand videregående skole;9;0;0;1;0
2018/19;RM;vg 1;Holmestrand videregående skole;7;0;0;2;0
2018/19;ST;vg 1;Holmestrand videregående skole;41;0;0;0;1
2018/19;TP;vg 1;Holmestrand videregående skole;5;0;0;7;1
2018/19;Alle utdanningsprogram;vg 1;Holmestrand videregående skole;78;0;0;12;2
2018/19;HS;vg 2;Holmestrand videregående skole;8;0;1;1;0
2018/19;ME;vg 2;Holmestrand videregående skole;6;0;4;2;0
2018/19;RM;vg 2;Holmestrand videregående skole;4;0;0;0;1
2018/19;ST;vg 2;Holmestrand videregående skole;23;0;8;0;0
2018/19;Alle utdanningsprogram;vg 2;Holmestrand videregående skole;41;0;13;3;1
2018/19;ME;vg 3;Holmestrand videregående skole;8;0;1;2;0
2018/19;PB;vg 3;Holmestrand videregående skole;12;0;4;4;4
2018/19;ST;vg 3;Holmestrand videregående skole;33;0;1;3;1
2018/19;Alle utdanningsprogram;vg 3;Holmestrand videregående skole;53;0;6;9;5
2018/19;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;725;0;46;64;16
2018/19;MD;Totalt;Greveskogen videregående skole;81;0;3;6;0
2018/19;PB;Totalt;Greveskogen videregående skole;15;0;0;0;0
2018/19;RM;Totalt;Greveskogen videregående skole;40;0;0;6;4
2018/19;SS;Totalt;Greveskogen videregående skole;48;0;9;11;5
2018/19;ST;Totalt;Greveskogen videregående skole;541;0;34;41;7
2018/19;MD;vg 1;Greveskogen videregående skole;29;0;0;1;0
2018/19;RM;vg 1;Greveskogen videregående skole;16;0;0;5;2
2018/19;SS;vg 1;Greveskogen videregående skole;26;0;8;5;5
2018/19;ST;vg 1;Greveskogen videregående skole;161;0;6;9;1
2018/19;Alle utdanningsprogram;vg 1;Greveskogen videregående skole;232;0;14;20;8
2018/19;MD;vg 2;Greveskogen videregående skole;24;0;1;2;0
2018/19;RM;vg 2;Greveskogen videregående skole;24;0;0;1;2
2018/19;SS;vg 2;Greveskogen videregående skole;22;0;1;6;0
2018/19;ST;vg 2;Greveskogen videregående skole;171;0;14;11;1
2018/19;Alle utdanningsprogram;vg 2;Greveskogen videregående skole;241;0;16;20;3
2018/19;MD;vg 3;Greveskogen videregående skole;28;0;2;3;0
2018/19;PB;vg 3;Greveskogen videregående skole;15;0;0;0;0
2018/19;ST;vg 3;Greveskogen videregående skole;209;0;14;21;5
2018/19;Alle utdanningsprogram;vg 3;Greveskogen videregående skole;252;0;16;24;5
2018/19;Alle utdanningsprogram;Totalt;Færder videregående skole;519;1;54;40;26
2018/19;BA;Totalt;Færder videregående skole;94;1;11;4;2
2018/19;DH;Totalt;Færder videregående skole;27;0;0;5;3
2018/19;EL;Totalt;Færder videregående skole;98;0;8;3;3
2018/19;KD;Totalt;Færder videregående skole;58;0;6;8;1
2018/19;PB;Totalt;Færder videregående skole;134;0;18;8;4
2018/19;TP;Totalt;Færder videregående skole;108;0;11;12;13
2018/19;BA;vg 1;Færder videregående skole;50;0;10;4;1
2018/19;DH;vg 1;Færder videregående skole;17;0;0;5;2
2018/19;EL;vg 1;Færder videregående skole;38;0;5;2;2
2018/19;KD;vg 1;Færder videregående skole;27;0;0;2;1
2018/19;TP;vg 1;Færder videregående skole;44;0;1;4;2
2018/19;Alle utdanningsprogram;vg 1;Færder videregående skole;176;0;16;17;8
2018/19;BA;vg 2;Færder videregående skole;44;1;1;0;1
2018/19;EL;vg 2;Færder videregående skole;44;0;3;1;0
2018/19;KD;vg 2;Færder videregående skole;15;0;1;5;0
2018/19;TP;vg 2;Færder videregående skole;64;0;10;8;11
2018/19;Alle utdanningsprogram;vg 2;Færder videregående skole;167;1;15;14;12
2018/19;DH;vg 3;Færder videregående skole;10;0;0;0;1
2018/19;EL;vg 3;Færder videregående skole;16;0;0;0;1
2018/19;KD;vg 3;Færder videregående skole;16;0;5;1;0
2018/19;PB;vg 3;Færder videregående skole;134;0;18;8;4
2018/19;Alle utdanningsprogram;vg 3;Færder videregående skole;176;0;23;9;6
